baseMean	log2FoldChange	lfcSE	pvalue	padj	Description	Species	Contaminant	xenic	UniProt.KEGG.Terms	UniProt.GO.Biological	UniProt.GO.Cellular	UniProt.GO.Molecular	EggNOG.Predicted.Gene	EggNOG.Description	EggNOG.KEGG.Terms	EggNOG.GO.Biological	EggNOG.GO.Cellular	EggNOG.GO.Molecular	EggNOG.Protein.Domains
TR234419|c0_g4_i2	31.5553213729218	-1.85537706282844	0.483860126492234	6.36858332356428e-06	0.0064792508964484	XP_014285878.1 putative fatty acyl-CoA reductase CG5065 [Halyomorpha halys]	halyomorpha halys	No	FALSE	NA					Male sterility protein		GO:0008150(L=0),GO:0008152(L=1),GO:0044710(L=2),GO:0055114(L=3),		GO:0003674(L=0),GO:0003824(L=1),GO:0016491(L=2),GO:0016620(L=4),GO:0016903(L=3),GO:0080019(L=5),	PFAM (NAD_binding_4, Epimerase, Sterile, Polysacc_synt_2, 3Beta_HSD), SMART (TRANS)
TR72859|c0_g1_i1	10.3217027018311	-0.0390258788056125	0.121880316255684	6.43322281763315e-06	0.0064792508964484				FALSE	NA										
TR138354|c1_g1_i1	11.6372559112992	-0.0390305695571966	0.12202936692792	6.72367016322027e-06	0.0065005886299154	tr|R4WHW7|R4WHW7_RIPPE Uncharacterized protein OS=Riptortus pedestris OX=329032 PE=2 SV=1	riptortus pedestris	No	FALSE	NA										
TR176441|c0_g1_i1	7.00174174390222	-0.0497701458403846	0.128498649698599	7.43765903139776e-06	0.00706282367694212				FALSE	NA										
TR221589|c0_g1_i1	22.6783948608999	-0.635350499676805	0.166470929929186	8.04966265740365e-06	0.00751896546532471	XP_014277827.1 uncharacterized protein LOC106681816 [Halyomorpha halys]	halyomorpha halys	No	FALSE	NA										
TR213314|c0_g8_i1	84.8264879835776	-0.838121802220437	0.215912140716888	7.70767512892646e-06	0.0075668402423276				FALSE	NA										
TR235342|c14_g19_i1	205.919570001884	-0.0947536098893165	0.185819184225377	7.92697903359709e-06	0.0075668402423276				FALSE	NA										
TR251439|c0_g1_i1	5.24510799021599	-0.0712708633838297	0.148162692265439	5.10043233319573e-06	0.0075668402423276	XP_014283746.1 MFS-type transporter SLC18B1 isoform X1 [Halyomorpha halys]	halyomorpha halys	No	FALSE	NA					Major Facilitator Superfamily		GO:0006810(L=3),GO:0008150(L=0),GO:0009987(L=1),GO:0044699(L=1),GO:0044763(L=2),GO:0044765(L=3),GO:0051179(L=1),GO:0051234(L=2),GO:0055085(L=4),	GO:0005575(L=0),GO:0005623(L=1),GO:0005886(L=3),GO:0016020(L=1),GO:0016021(L=4),GO:0031224(L=3),GO:0044425(L=2),GO:0044464(L=2),GO:0071944(L=3),	GO:0003674(L=0),GO:0005215(L=1),	PFAM (MFS_1), SMART (TRANS)
TR263492|c0_g8_i1	37.8932900044592	-1.05242756625272	0.302325351955718	9.69101521926688e-06	0.00789669245329144				FALSE	NA										
TR278770|c7_g1_i1	3.84992352388159	0.0362241509568229	0.120690667272604	3.48184180835852e-06	0.00789669245329144	XP_014292245.1 glucose dehydrogenase [FAD, quinone]-like [Halyomorpha halys]	halyomorpha halys	No	FALSE	NA					glucose dehydrogenase	260,1100	GO:0002165(L=4),GO:0006066(L=4),GO:0006629(L=3),GO:0007154(L=2),GO:0007267(L=3),GO:0007275(L=3),GO:0008150(L=0),GO:0008152(L=1),GO:0008202(L=4),GO:0009791(L=4),GO:0009987(L=1),GO:0010817(L=3),GO:0023052(L=1),GO:0030154(L=4),GO:0032501(L=1),GO:0032502(L=1),GO:0034754(L=3),GO:0042180(L=3),GO:0042445(L=2),GO:0044237(L=2),GO:0044238(L=2),GO:0044281(L=3),GO:0044699(L=1),GO:0044700(L=2),GO:0044707(L=2),GO:0044710(L=2),GO:0044763(L=2),GO:0045165(L=5),GO:0045168(L=5),GO:0045455(L=5),GO:0046331(L=7),GO:0048869(L=3),GO:0055114(L=3),GO:0065007(L=1),GO:0065008(L=2),GO:0071704(L=2),GO:1901360(L=3),GO:1901615(L=3),		GO:0000166(L=3),GO:0003674(L=0),GO:0003824(L=1),GO:0004344(L=4),GO:0005488(L=1),GO:0008812(L=4),GO:0016491(L=2),GO:0016614(L=3),GO:0036094(L=2),GO:0043167(L=2),GO:0043168(L=3),GO:0048037(L=2),GO:0050660(L=4),GO:0050662(L=3),GO:0097159(L=2),GO:1901265(L=3),GO:1901363(L=2),	PFAM (GMC_oxred_C, GMC_oxred_N, FAD_binding_2), SMART (TRANS)
TR54067|c0_g2_i1	55.627209410526	-1.33375743961914	0.370862305576524	9.79778561502299e-06	0.00789669245329144				FALSE	NA										
TR224258|c0_g1_i1	9.43379173433359	-0.0469298673738566	0.126660345707647	9.92559861806786e-06	0.00857675916182595				FALSE	NA										
TR71956|c1_g1_i1	89.4725832649994	-0.0424026294950763	0.123796231757901	1.24285148068872e-05	0.00961313197786257				FALSE	NA										
TR115099|c0_g1_i1	6.90771059593515	-0.00292373504964517	0.11204270243616	5.63298084701473e-06	0.00962115052992404				FALSE	NA										
TR242953|c0_g1_i1	11.7784930991883	-0.0871763369407205	0.1705486937692	1.33160279336493e-05	0.00962115052992404				FALSE	NA										
TR503|c0_g1_i1	2.47126471271708	-0.054110161484417	0.132057150561238	5.1443680399111e-06	0.010047031578725	sp|C0R3S6|RL20_WOLWR 50S ribosomal protein L20 OS=Wolbachia sp. subsp. Drosophila simulans (strain wRi) OX=66084 GN=rplT PE=3 SV=1	wolbachia sp. subsp. drosophila simulans (strain wri)	Yes	TRUE	NA	GO:0000027(L=7),GO:0006412(L=5),	GO:0005840(L=5),	GO:0003735(L=2),GO:0019843(L=5),	RPLT	Binds directly to 23S ribosomal RNA and is necessary for the in vitro assembly process of the 50S ribosomal subunit. It is not involved in the protein synthesizing functions of that subunit (By similarity)	3010	GO:0000027(L=7),GO:0006139(L=3),GO:0006351(L=5),GO:0006353(L=7),GO:0006412(L=5),GO:0006417(L=7),GO:0006725(L=3),GO:0006807(L=2),GO:0006996(L=3),GO:0008150(L=0),GO:0008152(L=1),GO:0009058(L=2),GO:0009059(L=4),GO:0009889(L=4),GO:0009890(L=5),GO:0009892(L=4),GO:0009987(L=1),GO:0010467(L=4),GO:0010468(L=5),GO:0010556(L=5),GO:0010558(L=6),GO:0010605(L=5),GO:0010608(L=6),GO:0016043(L=2),GO:0016070(L=4),GO:0017148(L=8),GO:0018130(L=4),GO:0019222(L=3),GO:0019438(L=4),GO:0019538(L=3),GO:0022607(L=3),GO:0022613(L=3),GO:0022618(L=5),GO:0031323(L=4),GO:0031324(L=5),GO:0031326(L=5),GO:0031327(L=6),GO:0032268(L=5),GO:0032269(L=6),GO:0032774(L=5),GO:0034622(L=5),GO:0034641(L=3),GO:0034645(L=4),GO:0034654(L=4),GO:0042254(L=4),GO:0042255(L=5),GO:0042273(L=5),GO:0043170(L=3),GO:0043933(L=3),GO:0044085(L=2),GO:0044237(L=2),GO:0044238(L=2),GO:0044249(L=3),GO:0044260(L=3),GO:0044267(L=4),GO:0044271(L=4),GO:0044699(L=1),GO:0044763(L=2),GO:0046483(L=3),GO:0048519(L=3),GO:0048523(L=4),GO:0050789(L=2),GO:0050794(L=3),GO:0051246(L=5),GO:0051248(L=6),GO:0060255(L=4),GO:0065003(L=4),GO:0065007(L=1),GO:0070925(L=4),GO:0071704(L=2),GO:0071826(L=4),GO:0071840(L=1),GO:0080090(L=4),GO:0090304(L=4),GO:1901360(L=3),GO:1901362(L=4),GO:1901576(L=3),GO:2000112(L=6),GO:2000113(L=7),	GO:0005575(L=0),GO:0005622(L=3),GO:0005623(L=1),GO:0005737(L=4),GO:0005829(L=4),GO:0005840(L=5),GO:0005886(L=3),GO:0015934(L=6),GO:0016020(L=1),GO:0022625(L=6),GO:0022626(L=5),GO:0030529(L=4),GO:0032991(L=1),GO:0043226(L=1),GO:0043228(L=2),GO:0043229(L=3),GO:0043232(L=3),GO:0044391(L=5),GO:0044422(L=2),GO:0044424(L=3),GO:0044444(L=4),GO:0044445(L=5),GO:0044446(L=3),GO:0044464(L=2),GO:0071944(L=3),	GO:0000900(L=3),GO:0003674(L=0),GO:0003676(L=3),GO:0003723(L=4),GO:0003735(L=2),GO:0003824(L=1),GO:0004812(L=5),GO:0005198(L=1),GO:0005488(L=1),GO:0016740(L=2),GO:0016772(L=3),GO:0016779(L=4),GO:0016787(L=2),GO:0016874(L=2),GO:0016875(L=3),GO:0016876(L=4),GO:0019843(L=5),GO:0030371(L=2),GO:0045182(L=1),GO:0090079(L=2),GO:0097159(L=2),GO:1901363(L=2),	PFAM (Ribosomal_L20)
TR41223|c0_g2_i1	1299.67698464154	-0.0376575927618341	0.121161493757066	1.4268712805942e-05	0.0101167706974597				FALSE	NA										
TR207605|c0_g6_i1	218.094842653968	-0.956503827247086	0.265047552649827	1.46253865858814e-05	0.0104368840148777	XP_014289237.1 proteoglycan 4 [Halyomorpha halys]	halyomorpha halys	No	FALSE	NA					NA					SMART (COIL)
TR238097|c0_g1_i1	49.2802248477841	-0.0471401941058902	0.126657003602287	1.58291692557109e-05	0.0104368840148777				FALSE	NA										
TR279716|c1_g1_i1	192.221207536135	-0.0419254933849589	0.123256712773766	1.48209150931284e-05	0.0104368840148777	tr|R4WQA7|R4WQA7_RIPPE Uncharacterized protein OS=Riptortus pedestris OX=329032 PE=2 SV=1	riptortus pedestris	No	FALSE	NA										
TR200044|c7_g1_i7	14.8206137345622	-0.00220427292205817	0.112022570884472	1.75237056865865e-05	0.0107138650414867	XP_028177592.1 uncharacterized protein K02A2.6-like [Ostrinia furnacalis]	ostrinia furnacalis	No	FALSE	NA					Inherit from opiNOG: to reverse transcriptase		GO:0006139(L=3),GO:0006259(L=4),GO:0006260(L=5),GO:0006278(L=7),GO:0006508(L=4),GO:0006725(L=3),GO:0006807(L=2),GO:0008150(L=0),GO:0008152(L=1),GO:0009058(L=2),GO:0009059(L=4),GO:0009987(L=1),GO:0015074(L=5),GO:0019538(L=3),GO:0034641(L=3),GO:0034645(L=4),GO:0043170(L=3),GO:0044237(L=2),GO:0044238(L=2),GO:0044249(L=3),GO:0044260(L=3),GO:0046483(L=3),GO:0071704(L=2),GO:0090304(L=4),GO:1901360(L=3),GO:1901576(L=3),		GO:0003674(L=0),GO:0003676(L=3),GO:0003723(L=4),GO:0003824(L=1),GO:0003964(L=6),GO:0004175(L=5),GO:0004190(L=6),GO:0005488(L=1),GO:0008233(L=3),GO:0008270(L=6),GO:0016740(L=2),GO:0016772(L=3),GO:0016779(L=4),GO:0016787(L=2),GO:0034061(L=5),GO:0043167(L=2),GO:0043169(L=3),GO:0046872(L=4),GO:0046914(L=5),GO:0070001(L=5),GO:0070011(L=4),GO:0097159(L=2),GO:1901363(L=2),	PFAM (rve, RVT_1, RVP, Retrotrans_gag), SMART (COIL, ZnF_C2HC)
TR203559|c0_g1_i1	404.982610272254	0.277077032004075	0.0745856477976349	1.72032069537643e-05	0.0107138650414867	XP_014272453.1 ubiquitin thioesterase trabid isoform X1 [Halyomorpha halys]	halyomorpha halys	No	FALSE	NA				TRBD	OTU-like cysteine protease		GO:0008150(L=0),GO:0009966(L=4),GO:0009967(L=5),GO:0010646(L=4),GO:0010647(L=5),GO:0023051(L=3),GO:0023056(L=4),GO:0030111(L=6),GO:0030177(L=6),GO:0048518(L=3),GO:0048522(L=4),GO:0048583(L=3),GO:0048584(L=4),GO:0050789(L=2),GO:0050794(L=3),GO:0065007(L=1),	GO:0005575(L=0),GO:0005622(L=3),GO:0005623(L=1),GO:0044464(L=2),	GO:0003674(L=0),GO:0005488(L=1),GO:0008270(L=6),GO:0043167(L=2),GO:0043169(L=3),GO:0046872(L=4),GO:0046914(L=5),	PFAM (zf-RanBP, OTU), SMART (ZnF_RBZ, TRANS)
TR253150|c0_g1_i1	109.040068854887	-0.0375233427613929	0.120879167206896	1.22286573557435e-05	0.0107138650414867	XP_014284768.2 aminopeptidase N-like [Halyomorpha halys]	halyomorpha halys	No	FALSE	NA				TRHDE	Aminopeptidase	480,1100,4614,4640	GO:0000003(L=1),GO:0001525(L=4),GO:0001568(L=5),GO:0001944(L=5),GO:0006508(L=4),GO:0006725(L=3),GO:0007097(L=5),GO:0007154(L=2),GO:0007165(L=3),GO:0007267(L=3),GO:0007275(L=3),GO:0007338(L=5),GO:0008150(L=0),GO:0008152(L=1),GO:0009566(L=3),GO:0009653(L=3),GO:0009790(L=4),GO:0009792(L=5),GO:0009987(L=1),GO:0016032(L=3),GO:0019048(L=4),GO:0019538(L=3),GO:0019953(L=2),GO:0022414(L=2),GO:0023052(L=1),GO:0030154(L=4),GO:0032501(L=1),GO:0032502(L=1),GO:0032844(L=4),GO:0032879(L=3),GO:0035046(L=5),GO:0035813(L=5),GO:0035814(L=5),GO:0035821(L=2),GO:0040023(L=4),GO:0043170(L=3),GO:0044003(L=5),GO:0044057(L=4),GO:0044062(L=6),GO:0044237(L=2),GO:0044238(L=2),GO:0044403(L=3),GO:0044419(L=2),GO:0044699(L=1),GO:0044700(L=2),GO:0044702(L=3),GO:0044707(L=2),GO:0044763(L=2),GO:0044764(L=2),GO:0044767(L=2),GO:0045165(L=5),GO:0045168(L=5),GO:0046331(L=7),GO:0048514(L=4),GO:0048519(L=3),GO:0048646(L=3),GO:0048731(L=4),GO:0048856(L=2),GO:0048869(L=3),GO:0050789(L=2),GO:0050794(L=3),GO:0050896(L=1),GO:0051046(L=5),GO:0051048(L=6),GO:0051049(L=4),GO:0051051(L=4),GO:0051179(L=1),GO:0051234(L=2),GO:0051239(L=3),GO:0051241(L=4),GO:0051640(L=3),GO:0051641(L=2),GO:0051647(L=4),GO:0051649(L=3),GO:0051656(L=3),GO:0051701(L=4),GO:0051704(L=1),GO:0051716(L=2),GO:0051817(L=4),GO:0065007(L=1),GO:0065008(L=2),GO:0071704(L=2),GO:0072358(L=5),GO:0072359(L=5),GO:2000021(L=6),	GO:0005575(L=0),GO:0005622(L=3),GO:0005623(L=1),GO:0005737(L=4),GO:0005793(L=5),GO:0005829(L=4),GO:0005886(L=3),GO:0005887(L=4),GO:0009897(L=3),GO:0009986(L=3),GO:0012506(L=4),GO:0016020(L=1),GO:0016021(L=4),GO:0031090(L=3),GO:0031224(L=3),GO:0031226(L=3),GO:0031974(L=1),GO:0031982(L=3),GO:0031983(L=4),GO:0043226(L=1),GO:0043227(L=2),GO:0043229(L=3),GO:0043231(L=4),GO:0043233(L=2),GO:0044422(L=2),GO:0044424(L=3),GO:0044425(L=2),GO:0044444(L=4),GO:0044459(L=3),GO:0044464(L=2),GO:0071944(L=3),	GO:0003674(L=0),GO:0003824(L=1),GO:0004175(L=5),GO:0004177(L=6),GO:0004222(L=6),GO:0004872(L=2),GO:0005488(L=1),GO:0008233(L=3),GO:0008237(L=5),GO:0008238(L=5),GO:0008270(L=6),GO:0016787(L=2),GO:0033218(L=2),GO:0042277(L=3),GO:0043167(L=2),GO:0043169(L=3),GO:0046872(L=4),GO:0046914(L=5),GO:0070011(L=4),	PFAM (Peptidase_M1), SMART (TRANS, SIGNAL, COIL)
TR267295|c3_g2_i5	1526.68032328977	-0.695307427099168	0.194762817484094	1.58766438096696e-05	0.0107138650414867	tr|R4WE30|R4WE30_RIPPE Unkown protein OS=Riptortus pedestris OX=329032 PE=2 SV=1	riptortus pedestris	No	FALSE	NA					Inherit from biNOG: PFTAIRE-interacting factor 1A		GO:0006355(L=7),GO:0008150(L=0),GO:0009889(L=4),GO:0010468(L=5),GO:0010556(L=5),GO:0019219(L=5),GO:0019222(L=3),GO:0031323(L=4),GO:0031326(L=5),GO:0050789(L=2),GO:0050794(L=3),GO:0051171(L=4),GO:0051252(L=5),GO:0060255(L=4),GO:0065007(L=1),GO:0080090(L=4),GO:2000112(L=6),GO:2001141(L=6),		GO:0001071(L=1),GO:0003674(L=0),GO:0003676(L=3),GO:0003677(L=4),GO:0003700(L=2),GO:0005488(L=1),GO:0043565(L=5),GO:0097159(L=2),GO:1901363(L=2),	SMART (COIL, BRLZ)
TR209935|c1_g1_i2	282.38234214215	-0.0607618607300541	0.137030785505327	1.72777100660854e-05	0.0107490343407739				FALSE	NA										
TR283776|c7_g9_i1	13.8496451887273	-0.915552903344691	0.267730906850295	2.37453810114851e-05	0.0107490343407739				FALSE	NA										
TR93999|c0_g1_i1	11.3490573929002	-2.48867815888245	0.72273297594233	1.87580332012009e-05	0.0107490343407739				FALSE	NA										
TR207580|c1_g1_i1	292.532894666059	-0.0349061859948854	0.119670635917543	1.98637874039035e-05	0.0114579888154291				FALSE	NA										
TR201764|c0_g1_i2	7.27610115837763	-1.62635591339981	0.453907509760744	1.2778962653376e-05	0.0116181711341995	tr|A0A2H1VTA0|A0A2H1VTA0_SPOFR SFRICE_027418 OS=Spodoptera frugiperda OX=7108 GN=SFRICE_027418 PE=4 SV=1	spodoptera frugiperda	No	FALSE	NA					Pfam:DDE				GO:0003674(L=0),GO:0003676(L=3),GO:0003677(L=4),GO:0005488(L=1),GO:0008270(L=6),GO:0043167(L=2),GO:0043169(L=3),GO:0046872(L=4),GO:0046914(L=5),GO:0097159(L=2),GO:1901363(L=2),	PFAM (DDE, HTH_psq), SMART (PHD)
TR52130|c0_g3_i1	2.17826570062208	-0.0169708101560346	0.113694207664952	7.61998868587212e-06	0.0116181711341995				FALSE	NA										
TR196785|c0_g1_i1	51.0459569795882	-1.64648468835266	0.453583552264031	3.6891325620848e-05	0.0120431575874338				FALSE	NA										
TR206750|c0_g5_i1	12.9839709005334	-0.0271630672476441	0.116693059815881	2.23434670592614e-05	0.0120431575874338				FALSE	NA										
TR230593|c1_g1_i1	28.1539129445419	-0.157400004054083	0.526253939951782	3.7525381455417e-05	0.0120431575874338	XP_014283729.1 uncharacterized protein LOC112210000 [Halyomorpha halys]	halyomorpha halys	No	FALSE	NA					SEC14		GO:0006810(L=3),GO:0008150(L=0),GO:0008152(L=1),GO:0051179(L=1),GO:0051234(L=2),	GO:0005575(L=0),GO:0005622(L=3),GO:0005623(L=1),GO:0044464(L=2),	GO:0003674(L=0),GO:0003824(L=1),GO:0005215(L=1),GO:0005488(L=1),GO:0008431(L=3),GO:0016787(L=2),GO:0019842(L=3),GO:0036094(L=2),GO:0097159(L=2),GO:1901363(L=2),	PFAM (CRAL_TRIO), SMART (SEC14, CRAL_TRIO_N)
TR236590|c3_g3_i5	37.3257937241865	-0.02365154737005	0.115544841189839	3.78858721786654e-05	0.0120431575874338				FALSE	NA										
TR252126|c7_g4_i1	27.4361520540766	-0.0424967966181149	0.123611861736217	2.52776867945004e-05	0.0125897931077826	tr|R4WRZ3|R4WRZ3_RIPPE Tetraspanin OS=Riptortus pedestris OX=329032 PE=2 SV=1	riptortus pedestris	No	FALSE	NA				TSP42EE	tetraspanin	4142,5205	GO:0008150(L=0),	GO:0005575(L=0),GO:0005622(L=3),GO:0005623(L=1),GO:0005737(L=4),GO:0016020(L=1),GO:0016021(L=4),GO:0031224(L=3),GO:0044424(L=3),GO:0044425(L=2),GO:0044444(L=4),GO:0044464(L=2),GO:0045169(L=5),	GO:0003674(L=0),	PFAM (Tetraspannin), SMART (TRANS)
TR223279|c0_g1_i1	5.92387732871809	-1.71971425146666	0.476989957984017	1.31148233688904e-05	0.0128781255569283				FALSE	NA										
TR206791|c0_g2_i10	13.5835694739538	-0.11055874951505	0.218979236765426	2.72210682921751e-05	0.0135219992092269	XP_014292350.1 zinc finger protein GLIS2-like isoform X2 [Halyomorpha halys]	halyomorpha halys	No	FALSE	NA					ZnF_C2H2		GO:0000122(L=8),GO:0006355(L=7),GO:0006357(L=8),GO:0006950(L=2),GO:0007154(L=2),GO:0007165(L=3),GO:0007166(L=4),GO:0007167(L=5),GO:0007169(L=6),GO:0007584(L=3),GO:0008150(L=0),GO:0009605(L=2),GO:0009889(L=4),GO:0009890(L=5),GO:0009891(L=5),GO:0009892(L=4),GO:0009893(L=4),GO:0009987(L=1),GO:0009991(L=3),GO:0010468(L=5),GO:0010556(L=5),GO:0010557(L=6),GO:0010558(L=6),GO:0010604(L=5),GO:0010605(L=5),GO:0010628(L=6),GO:0010629(L=6),GO:0019219(L=5),GO:0019222(L=3),GO:0023052(L=1),GO:0031323(L=4),GO:0031324(L=5),GO:0031325(L=5),GO:0031326(L=5),GO:0031327(L=6),GO:0031328(L=6),GO:0031667(L=4),GO:0031668(L=3),GO:0031669(L=4),GO:0031670(L=4),GO:0042221(L=2),GO:0042594(L=3),GO:0044699(L=1),GO:0044700(L=2),GO:0044763(L=2),GO:0045892(L=8),GO:0045893(L=8),GO:0045934(L=6),GO:0045935(L=6),GO:0048009(L=7),GO:0048518(L=3),GO:0048519(L=3),GO:0048522(L=4),GO:0048523(L=4),GO:0050789(L=2),GO:0050794(L=3),GO:0050896(L=1),GO:0051171(L=4),GO:0051172(L=5),GO:0051173(L=5),GO:0051252(L=5),GO:0051253(L=6),GO:0051254(L=6),GO:0051716(L=2),GO:0060255(L=4),GO:0065007(L=1),GO:0070887(L=3),GO:0071496(L=3),GO:0080090(L=4),GO:2000112(L=6),GO:2000113(L=7),GO:2001141(L=6),	GO:0005575(L=0),GO:0005622(L=3),GO:0005623(L=1),GO:0005634(L=5),GO:0005654(L=5),GO:0016604(L=7),GO:0016607(L=8),GO:0031974(L=1),GO:0031981(L=6),GO:0043226(L=1),GO:0043227(L=2),GO:0043229(L=3),GO:0043231(L=4),GO:0043233(L=2),GO:0044422(L=2),GO:0044424(L=3),GO:0044428(L=5),GO:0044446(L=3),GO:0044451(L=5),GO:0044464(L=2),GO:0070013(L=3),	GO:0003674(L=0),GO:0003676(L=3),GO:0005488(L=1),GO:0008270(L=6),GO:0043167(L=2),GO:0043169(L=3),GO:0046872(L=4),GO:0046914(L=5),GO:0097159(L=2),GO:1901363(L=2),	PFAM (zf-C2H2), SMART (ZnF_C2H2)
TR229940|c1_g1_i2	6.56849269109133	-1.48012213731926	0.406117935386845	1.21928069723389e-05	0.0135219992092269				FALSE	NA										
TR241591|c0_g2_i1	17.8738422726217	-0.114116412269489	0.228540606473477	2.82626097090744e-05	0.0135219992092269				FALSE	NA				CACT	NF-kappa-B inhibitor cactus		GO:0000003(L=1),GO:0002376(L=1),GO:0002520(L=5),GO:0002682(L=3),GO:0002697(L=4),GO:0002700(L=5),GO:0002759(L=6),GO:0002784(L=6),GO:0002788(L=7),GO:0002805(L=7),GO:0002807(L=8),GO:0002810(L=8),GO:0002831(L=4),GO:0002920(L=5),GO:0003002(L=5),GO:0003006(L=2),GO:0006810(L=3),GO:0006897(L=5),GO:0006909(L=4),GO:0006950(L=2),GO:0006952(L=3),GO:0006955(L=2),GO:0006959(L=3),GO:0006967(L=8),GO:0006974(L=4),GO:0007154(L=2),GO:0007165(L=3),GO:0007166(L=4),GO:0007275(L=3),GO:0007276(L=3),GO:0007292(L=5),GO:0007304(L=4),GO:0007306(L=5),GO:0007389(L=4),GO:0007399(L=5),GO:0008063(L=5),GO:0008104(L=3),GO:0008150(L=0),GO:0008152(L=1),GO:0009607(L=2),GO:0009620(L=5),GO:0009653(L=3),GO:0009798(L=5),GO:0009889(L=4),GO:0009891(L=5),GO:0009893(L=4),GO:0009950(L=6),GO:0009953(L=6),GO:0009987(L=1),GO:0010927(L=3),GO:0016043(L=2),GO:0016192(L=4),GO:0019222(L=3),GO:0019730(L=4),GO:0019732(L=5),GO:0019953(L=2),GO:0022412(L=3),GO:0022414(L=2),GO:0023052(L=1),GO:0030097(L=7),GO:0030154(L=4),GO:0030703(L=5),GO:0030707(L=5),GO:0031323(L=4),GO:0031325(L=5),GO:0031326(L=5),GO:0031328(L=6),GO:0031347(L=5),GO:0032386(L=5),GO:0032387(L=6),GO:0032501(L=1),GO:0032502(L=1),GO:0032504(L=2),GO:0032507(L=5),GO:0032879(L=3),GO:0032880(L=4),GO:0032989(L=4),GO:0033036(L=2),GO:0033157(L=6),GO:0033554(L=3),GO:0034248(L=5),GO:0034250(L=6),GO:0034613(L=4),GO:0042306(L=7),GO:0042308(L=8),GO:0042990(L=8),GO:0042992(L=8),GO:0042994(L=11),GO:0043900(L=3),GO:0044699(L=1),GO:0044700(L=2),GO:0044702(L=3),GO:0044707(L=2),GO:0044763(L=2),GO:0044765(L=3),GO:0044767(L=2),GO:0045087(L=3),GO:0045185(L=4),GO:0046822(L=7),GO:0046823(L=7),GO:0046843(L=4),GO:0048468(L=5),GO:0048477(L=4),GO:0048513(L=4),GO:0048518(L=3),GO:0048519(L=3),GO:0048522(L=4),GO:0048534(L=3),GO:0048583(L=3),GO:0048609(L=3),GO:0048610(L=-1),GO:0048646(L=3),GO:0048731(L=4),GO:0048856(L=2),GO:0048869(L=3),GO:0050776(L=4),GO:0050789(L=2),GO:0050794(L=3),GO:0050832(L=5),GO:0050896(L=1),GO:0051049(L=4),GO:0051051(L=4),GO:0051171(L=4),GO:0051173(L=5),GO:0051179(L=1),GO:0051220(L=6),GO:0051223(L=5),GO:0051224(L=6),GO:0051234(L=2),GO:0051235(L=2),GO:0051641(L=2),GO:0051651(L=3),GO:0051704(L=1),GO:0051707(L=4),GO:0051716(L=2),GO:0060341(L=4),GO:0065007(L=1),GO:0065008(L=2),GO:0070201(L=5),GO:0070727(L=3),GO:0071840(L=1),GO:0080134(L=4),GO:0090317(L=7),GO:1900150(L=6),GO:1900180(L=7),	GO:0005575(L=0),GO:0005622(L=3),GO:0005623(L=1),GO:0005737(L=4),GO:0031594(L=2),GO:0044424(L=3),GO:0044464(L=2),GO:0045202(L=1),	GO:0003674(L=0),GO:0003824(L=1),GO:0004620(L=5),GO:0004623(L=5),GO:0005488(L=1),GO:0005515(L=2),GO:0008134(L=3),GO:0016298(L=4),GO:0016787(L=2),GO:0016788(L=3),GO:0052689(L=4),	PFAM (Ank), SMART (ANK, TRANS)
TR255293|c0_g4_i1	63.0249829943864	-0.0308869852265246	0.117968147807312	3.1288320522351e-05	0.014612773943961				FALSE	NA										
TR271008|c0_g1_i1	41.6171746900235	-0.0577304941653489	0.134473386416438	3.05229956353065e-05	0.014612773943961				FALSE	NA										
