model	transcript	DEG.rank	baseMean	log2FoldChange	padj	manual.ann	EggNOG.Predicted.Gene	EggNOG.Description	EggNOG.Protein.Domains	Contaminant	xenic
adult gonad by sex	TR209161|c1_g1_i1	3391	174.16	12.451	3.0821e-113	NA		NA		No	FALSE
adult gonad by sex	TR214154|c0_g1_i2	3394	83.709	3.9354	3.3846e-113	NA		Inherit from biNOG: Transmembrane protein 18	SMART (TRANS, COIL)	No	FALSE
adult gonad by sex	TR221522|c0_g1_i1	3396	74.661	-2.1771	3.6366e-113	NA		BTB POZ domain-containing protein	PFAM (K_tetra), SMART (BTB, TRANS)	No	FALSE
adult gonad by sex	TR201042|c1_g1_i1	3397	101.23	-2.8416	5.0825e-113	NA		Inherit from opiNOG: Mdm2, p53 E3 ubiquitin protein ligase homolog (mouse)	PFAM (SWIB), SMART (RING)	No	FALSE
adult gonad by sex	TR224122|c0_g2_i6	3405	65.028	2.4079	1.1975e-112	NA		Inherit from biNOG: Inositol polyphosphate-4-phosphatase, type	PFAM (PH, C2), SMART (COIL, PH, C2)	No	FALSE
adult gonad by sex	TR283408|c2_g2_i1	3413	17.202	4.4555	1.5848e-112	NA		acylpeptide hydrolase	PFAM (Peptidase_S9, Abhydrolase_1, PD40)	No	FALSE
adult gonad by sex	TR252869|c0_g3_i3	3414	28.679	8.3298	1.6046e-112	NA		Inherit from biNOG: Deleted in lung and esophageal cancer 1	SMART (COIL)	No	FALSE
adult gonad by sex	TR268916|c0_g1_i2	3415	65.712	8.5858	1.6482e-112	NA		NA	PFAM (EGF_CA), SMART (EGF_CA)	No	FALSE
adult gonad by sex	TR205575|c0_g1_i1	3422	18.747	10.27	2.257e-112	NA	PDP	Pyruvate dehydrogenase	PFAM (PP2C), SMART (PP2Cc, PP2C_SIG)	No	FALSE
adult gonad by sex	TR241275|c2_g1_i1	3428	51.686	2.3742	2.6338e-112	NA	ARPC4	protein 2 3 complex, subunit	PFAM (ARPC4)	No	FALSE
adult gonad by sex	TR203471|c0_g1_i1	3431	66.987	-6.8629	4.8103e-112	ZnF		Zinc-finger double-stranded RNA-binding	PFAM (zf-C2H2_jaz, zf-C2H2), SMART (ZnF_C2H2, COIL)	No	FALSE
adult gonad by sex	TR239580|c2_g1_i1	3440	91.078	-1.8376	8.1493e-112	dyrk2		S_TKc	PFAM (Pkinase_Tyr, Pkinase, APH), SMART (S_TKc, STYKc)	No	FALSE
adult gonad by sex	TR67234|c0_g1_i2	3447	3384	2.0365	1.0059e-111	NA	UBA52	Ribosomal protein	PFAM (ubiquitin, Rad60-SLD, Ribosomal_L40e), SMART (UBQ)	No	FALSE
adult gonad by sex	TR271446|c0_g1_i1	3456	17.753	7.9854	1.8151e-111	NA		cop9 signalosome complex subunit	PFAM (PCI, PCI_Csn8), SMART (PAM, PINT)	No	FALSE
adult gonad by sex	TR241277|c0_g1_i1	3464	82.164	-1.9067	2.964e-111	NA		Steroid receptor RNA activator	PFAM (SRA1, Prp18), SMART (COIL)	No	FALSE
adult gonad by sex	TR265604|c1_g1_i2	3465	370.41	3.8688	2.964e-111	NA	TSP42EE	tetraspanin	PFAM (Tetraspannin), SMART (TRANS)	No	FALSE
adult gonad by sex	TR283756|c1_g3_i1	3473	136.52	3.1843	4.4476e-111	NA	HYDR1	domain-containing protein	PFAM (Abhydrolase_1), SMART (TRANS, COIL)	No	FALSE
adult gonad by sex	TR246056|c0_g1_i1	3483	99.683	5.5977	6.0793e-111	NA		membrane-associated RING finger containing protein	PFAM (zf-C3HC4), SMART (TRANS, RINGv)	No	FALSE
adult gonad by sex	TR226532|c0_g1_i1	3485	31.417	6.7352	6.5787e-111	NA	IFT80	intraflagellar transport 80 homolog (Chlamydomonas)	PFAM (WD40), SMART (WD40, SIGNAL)	No	FALSE
adult gonad by sex	TR198272|c2_g1_i2	3486	190.22	2.0964	6.6593e-111	NA	HS2ST	Sulfotransferase family	PFAM (Sulfotransfer_2), SMART (TRANS, COIL)	No	FALSE
adult gonad by sex	TR216506|c0_g1_i2	3487	614.5	2.0729	7.1198e-111	ncl-1		Inherit from opiNOG: Zinc finger protein	PFAM (NHL, zf-B_box, zf-C3HC4), SMART (BBOX, BBC, RING, COIL)	No	FALSE
adult gonad by sex	TR221459|c0_g3_i4	3489	134.4	4.3411	7.3905e-111	NA		Phd finger protein	PFAM (PHD), SMART (PHD, RING, COIL)	No	FALSE
adult gonad by sex	TR239240|c1_g3_i3	3495	19.852	8.3454	1.1275e-110	NA		CH	PFAM (Spectrin, CH, CAMSAP_CH), SMART (SPEC, COIL, CH)		FALSE
adult gonad by sex	TR236395|c0_g1_i4	3500	19.077	7.0485	1.632e-110	NA		DC-STAMP-like protein	PFAM (DC_STAMP), SMART (TRANS, COIL)	No	FALSE
adult gonad by sex	TR222607|c0_g1_i1	3506	19.789	8.479	1.8991e-110	NA		Inherit from biNOG: Pentatricopeptide repeat domain 2	SMART (COIL)	No	FALSE
adult gonad by sex	TR207991|c0_g1_i1	3518	257.66	-1.552	3.3381e-110	NA		Inherit from biNOG: Family with sequence similarity 100, member B		No	FALSE
adult gonad by sex	TR228877|c0_g1_i1	3520	17.79	4.1176	3.8135e-110	NA	TTC30A	Plays a role in anterograde intraflagellar transport (IFT), the process by which cilia precursors are transported from the base of the cilium to the site of their incorporation at the tip	PFAM (TPR_2, TPR_1), SMART (TPR, COIL)	No	FALSE
adult gonad by sex	TR250162|c0_g2_i1	3524	414.65	-1.3242	4.0152e-110	NA		BTG family	PFAM (BTG)	No	FALSE
adult gonad by sex	TR227319|c3_g3_i3	3525	145.3	1.5835	4.028e-110	NA		Tetraspanin family	PFAM (Tetraspannin), SMART (TRANS)	No	FALSE
adult gonad by sex	TR246095|c0_g1_i1	3528	308.69	1.5302	4.3297e-110	SpoIIE		Stage II sporulation protein E (SpoIIE)	PFAM (SpoIIE, PP2C), SMART (PP2Cc, PP2C_SIG)	No	FALSE
adult gonad by sex	TR270875|c0_g7_i1	3530	51.526	3.7026	4.552e-110	NA		Protein tyrosine kinase	PFAM (Pkinase_Tyr, Pkinase), SMART (S_TKc, COIL, STYKc)	No	FALSE
adult gonad by sex	TR224554|c0_g1_i1	3537	131.18	-1.4347	5.2166e-110	NA		NA	SMART (TRANS, SIGNAL, COIL)	No	FALSE
adult gonad by sex	TR239569|c0_g3_i2	3551	34.3	7.6991	7.5892e-110	NA	ABCG20	ATP-binding cassette sub-family A ABC1 member	PFAM (ABC_tran, ABC2_membrane), SMART (TRANS, AAA, COIL)	No	FALSE
adult gonad by sex	TR274260|c1_g2_i4	3553	42.631	8.8616	9.0381e-110	NA		Jun-like transcription factor	PFAM (bZIP_1, bZIP_2, Jun), SMART (COIL, BRLZ)	No	FALSE
adult gonad by sex	TR217249|c0_g1_i2	3557	62.983	15.528	1.0927e-109	NA		AMP-binding enzyme	PFAM (AMP-binding), SMART (COIL, SIGNAL)	No	FALSE
adult gonad by sex	TR257263|c0_g2_i2	3569	98.654	-3.126	1.6125e-109	NA		ANK	PFAM (Ank, WD40), SMART (ANK, WD40, COIL, SIGNAL, TRANS)	No	FALSE
adult gonad by sex	TR209989|c0_g1_i1	3576	19.71	7.0556	2.0953e-109	NA		TB2/DP1, HVA22 family	PFAM (TB2_DP1_HVA22), SMART (TRANS, SIGNAL, COIL)	No	FALSE
adult gonad by sex	TR267451|c0_g1_i2	3580	30.58	-3.8928	2.7712e-109	NA		Tnf receptor associated factor	PFAM (zf-TRAF, MATH), SMART (MATH)	No	FALSE
adult gonad by sex	TR216198|c0_g1_i1	3593	302.15	2.2507	5.4158e-109	NA	SPT5	Transcription elongation factor	PFAM (KOW, Spt5-NGN, Spt5_N), SMART (KOW, CTD, NGN)	No	FALSE
adult gonad by sex	TR212233|c0_g4_i8	3596	55.246	7.3546	7.304e-109	NA	GNPTAB	N-acetylglucosamine-1-phosphate transferase, alpha and beta subunits	PFAM (Notch, DMAP_binding, DUF3184), SMART (TRANS, NL, COIL, DMAP_binding)	No	FALSE
adult gonad by sex	TR270867|c1_g1_i3	3599	72.46	7.8386	8.1303e-109	NA		Reverse transcriptase (RNA-dependent DNA polymerase)	PFAM (RVT_1, Exo_endo_phos), SMART (COIL, ZnF_C2HC, PHD)	No	FALSE
adult gonad by sex	TR275748|c0_g1_i2	3600	14.807	4.6332	9.0556e-109	NA		Acyltransferase	PFAM (Acyltransferase, MFS_1, Sugar_tr), SMART (TRANS, PlsC, COIL, SIGNAL)	No	FALSE
adult gonad by sex	TR284914|c0_g1_i4	3601	48.33	3.735	9.0759e-109	neuromusculin	NRM	IG_like	PFAM (C2-set_2, V-set, I-set, C1-set, ig), SMART (IG, IG_like, TRANS, IGc2, COIL, SIGNAL)	No	FALSE
adult gonad by sex	TR250198|c3_g1_i4	3611	46.926	3.1889	1.245e-108	NA		NA	SMART (TRANS)	No	FALSE
adult gonad by sex	TR200769|c0_g1_i3	3615	55.643	9.7659	1.3302e-108	NA		S_TKc	PFAM (Pkinase, Pkinase_Tyr), SMART (S_TKc, STYKc)	No	FALSE
adult gonad by sex	TR245841|c0_g1_i1	3619	78.734	-2.512	1.6158e-108	NA		Inherit from biNOG: family with sequence similarity 43, member	SMART (COIL)	No	FALSE
adult gonad by sex	TR246545|c2_g1_i1	3622	56.378	8.7307	1.7319e-108	NA	XRCC2	X-ray repair complementing defective repair in Chinese hamster cells 2	PFAM (Rad51)		FALSE
adult gonad by sex	TR228568|c2_g1_i3	3623	117.01	2.6392	1.8377e-108	NA		FtsJ-like methyltransferase	PFAM (G-patch, FtsJ, AAA), SMART (G_patch, WW)	No	FALSE
adult gonad by sex	TR283645|c0_g1_i1	3626	252.85	6.2716	2.2345e-108	NA	NDUFS4	NADH dehydrogenase (Ubiquinone) Fe-S protein 4	PFAM (ETC_C1_NDUFA4)	No	FALSE
adult gonad by sex	TR227694|c2_g5_i3	3629	25.401	7.3503	2.5425e-108	NA	GSTD1	glutathione S-transferase	PFAM (GST_C, GST_N)	No	FALSE
adult gonad by sex	TR232302|c0_g1_i1	3630	109.61	2.6588	2.576e-108	NA		homocysteine S-methyltransferase	PFAM (S-methyl_trans)	No	FALSE
adult gonad by sex	TR217711|c4_g1_i1	3631	20.074	10.445	2.6554e-108	NA		NA	PFAM (RNA_pol_Rpb6, zf-AD), SMART (COIL, zf-AD)	No	FALSE
adult gonad by sex	TR203861|c0_g1_i2	3632	285.76	8.4792	2.694e-108	KIF6	KIF6	Kinesin family member	PFAM (Kinesin), SMART (COIL, KISc)	No	FALSE
adult gonad by sex	TR250118|c0_g1_i1	3635	72.456	3.1702	3.0965e-108	NA		Protein-kinase domain of FAM69	PFAM (PIP49_C), SMART (TRANS)	No	FALSE
adult gonad by sex	TR219375|c0_g1_i1	3636	41.557	-2.5784	3.1218e-108	NA		EXOIII	PFAM (Exonuc_X-T), SMART (EXOIII, COIL, TRANS)		FALSE
adult gonad by sex	TR236823|c9_g1_i3	3641	167.69	-1.1061	4.3198e-108	NA	CRP	Inherit from biNOG: Transcription factor AP-4 (Activating enhancer binding protein 4)	PFAM (HLH), SMART (COIL, HLH, SIGNAL)	No	FALSE
adult gonad by sex	TR238087|c0_g1_i1	3646	53.098	8.2537	6.3993e-108	NA	PYK	Pyruvate kinase	PFAM (PK, PK_C, HpcH_HpaI), SMART (COIL)	No	FALSE
adult gonad by sex	TR257521|c0_g1_i1	3652	42.071	-5.5114	8.7407e-108	NA		ZnF_C2H2	SMART (ZnF_C2H2, COIL, TRANS)	No	FALSE
adult gonad by sex	TR238600|c0_g1_i1	3655	44.888	-1.9752	9.7869e-108	NA		Oxysterol-binding protein	PFAM (Oxysterol_BP, PH), SMART (PH, COIL)	No	FALSE
adult gonad by sex	TR229873|c0_g2_i1	3661	14.75	13.278	1.2053e-107	NA		SANT	PFAM (Myb_DNA-binding, Piwi), SMART (COIL, SANT)	No	FALSE
adult gonad by sex	TR281993|c1_g1_i1	3664	743.52	1.8321	1.4731e-107	NA	CDC37	CDC37_C	PFAM (CDC37_N, CDC37_M, CDC37_C, CR6_interact), SMART (COIL, CDC37_M, CDC37_N, CDC37_C)	No	FALSE
adult gonad by sex	TR73658|c0_g1_i1	3665	108.97	-1.5773	1.5474e-107	NA		BTB/POZ domain	PFAM (BTB), SMART (BTB, AT_hook, COIL)	No	FALSE
adult gonad by sex	TR275597|c1_g1_i1	3666	39.22	3.1365	1.5654e-107	NA		acyl-Coenzyme A oxidase	PFAM (Acyl-CoA_dh_M, ACOX, Acyl-CoA_dh_1, Lig_chan-Glu_bd, Lig_chan), SMART (TRANS, Lig_chan-Glu_bd)	No	FALSE
adult gonad by sex	TR239913|c6_g2_i1	3670	63.978	4.3507	2.0424e-107	NA		Inherit from meNOG: Hydra magnipapillata	PFAM (zf-CCHC, rve, RVT_2), SMART (ZnF_C2HC)	No	FALSE
adult gonad by sex	TR269293|c0_g1_i1	3676	41.218	-2.5566	2.6275e-107	NA		WD40	PFAM (WD40, eIF2A, p450), SMART (WD40, COIL)	No	FALSE
adult gonad by sex	TR211465|c0_g1_i1	3680	73.052	-1.7496	3.2469e-107	NA	LACK	e3 ubiquitin-protein ligase	PFAM (WW, HECT, C2), SMART (WW, HECTc, C2, SIGNAL)	No	FALSE
adult gonad by sex	TR207182|c0_g1_i4	3681	53.738	-2.4855	3.2918e-107	NA		Nocturnin	PFAM (Exo_endo_phos)	No	FALSE
adult gonad by sex	TR228530|c0_g1_i1	3693	76.633	-2.2498	5.1344e-107	NA	LIG	Acts in the nervous system to mediate the control of copulatory organs during courtship	PFAM (DUF3697), SMART (TRANS, COIL, UBA)	No	FALSE
adult gonad by sex	TR216457|c0_g4_i3	3696	29.904	9.0473	6.3163e-107	NA		fructose-bisphosphate aldolase	PFAM (Glycolytic)	No	FALSE
adult gonad by sex	TR254857|c0_g5_i1	3701	12.163	10.414	6.9284e-107	NA		Inherit from NOG: spermatid development		No	FALSE
adult gonad by sex	TR279741|c1_g1_i2	3706	37.542	14.628	9.5997e-107	NA		MUTSd	PFAM (MutS_III, MutS_V, MutS_II, MutS_IV), SMART (MUTSd, MUTSac, COIL)	No	FALSE
adult gonad by sex	TR218353|c0_g1_i2	3707	28.969	3.2443	9.923e-107	tan	T	Acyl-coenzyme A:6-aminopenicillanic acid acyl-transferase	PFAM (AAT)	No	FALSE
adult gonad by sex	TR253862|c0_g1_i1	3709	400.9	1.2786	1.0315e-106	NA		ZnF_C2HC	SMART (ZnF_C2HC, COIL, TRANS)	No	FALSE
adult gonad by sex	TR265947|c0_g1_i1	3719	144.41	1.9753	1.658e-106	NA	RDGBBETA	Phosphatidylinositol transfer protein	PFAM (IP_trans), SMART (COIL)	No	FALSE
adult gonad by sex	TR237599|c0_g1_i1	3723	132.08	2.3588	1.7604e-106	NA		Death domain	PFAM (Death)	No	FALSE
adult gonad by sex	TR236797|c3_g1_i2	3729	131.25	8.215	2.9792e-106	NA		sentrin sumo-specific protease	PFAM (Peptidase_C48), SMART (COIL)	No	FALSE
adult gonad by sex	TR223254|c1_g3_i1	3734	136.82	2.9187	4.021e-106	NA		Hydrolase that can remove conjugated ubiquitin from proteins and may therefore play an important regulatory role at the level of protein turnover by preventing degradation (By similarity)	PFAM (OTU, ubiquitin), SMART (COIL, UBQ, TRANS, ZnF_C2H2)	No	FALSE
adult gonad by sex	TR222300|c0_g1_i1	3735	1397.1	11.726	4.1343e-106	dynein LC	DYNLT3	Dynein light chain Tctex-type 3	PFAM (Tctex-1)	No	FALSE
adult gonad by sex	TR221969|c1_g1_i1	3736	121.41	-1.7051	4.1529e-106	NA	BTBD9	BTB POZ domain containing	PFAM (BACK, BTB, F5_F8_type_C, PHD), SMART (BACK, BTB, COIL, PHD)	No	FALSE
adult gonad by sex	TR203331|c1_g2_i1	3743	30.649	14.378	6.5866e-106	NA	STYX	serine threonine tyrosine interacting protein	PFAM (DSPc), SMART (DSPc)	No	FALSE
adult gonad by sex	TR251762|c1_g1_i1	3746	22.165	4.7464	7.016e-106	NA		Sugar (and other) transporter	PFAM (MFS_1, Sugar_tr), SMART (TRANS)	No	FALSE
adult gonad by sex	TR242505|c0_g1_i1	3748	129.39	2.4094	8.352e-106	NA		FH	PFAM (Fork_head), SMART (FH, COIL)	No	FALSE
adult gonad by sex	TR275613|c0_g1_i3	3755	19.572	5.1327	1.5425e-105	NA		Reverse transcriptase (RNA-dependent DNA polymerase)	PFAM (RVT_1, rve, zf-H2C2, RVP, Retrotrans_gag), SMART (COIL, ZnF_C2HC, TRANS)	No	FALSE
adult gonad by sex	TR268061|c0_g1_i1	3756	625.02	2.8281	1.619e-105	NA		Vps4 C terminal oligomerisation domain	PFAM (AAA, RuvB_N, Vps4_C), SMART (AAA)	No	FALSE
adult gonad by sex	TR198837|c4_g7_i3	3759	27.01	4.237	1.8864e-105	NA		Inherit from opiNOG: to F57G4.9 Hydra magnipapillata	PFAM (Plant_tran)	No	FALSE
adult gonad by sex	TR211296|c0_g1_i1	3760	161.76	-1.7234	1.9649e-105	NA		Cleavage and polyadenylation specificity factor	PFAM (NUDIX)	No	FALSE
adult gonad by sex	TR219225|c0_g1_i2	3763	297.53	-1.1772	2.7544e-105	NA		arginine serine-rich splicing factor	PFAM (RRM_1, zf-CCHC), SMART (RRM, ZnF_C2HC)	No	FALSE
adult gonad by sex	TR204846|c3_g1_i1	3765	17.921	7.1237	3.0874e-105	NA		C2 domain	PFAM (C2, FerI, FerB), SMART (C2, TRANS, FerI, COIL, FerB)	No	FALSE
adult gonad by sex	TR110372|c0_g1_i1	3768	2409.3	-1.0681	3.8041e-105	nucleoplasmin	NLP	Nucleoplasmin	PFAM (Nucleoplasmin), SMART (COIL)	No	FALSE
adult gonad by sex	TR242062|c0_g1_i3	3773	30.34	4.6934	4.7265e-105	NA		Glycosyl hydrolase family 20, catalytic domain	PFAM (Glyco_hydro_20), SMART (TRANS)	No	FALSE
adult gonad by sex	TR287150|c0_g2_i6	3775	62.752	10.167	4.9708e-105	NA		Mitochondrial 2-oxoglutarate malate carrier	PFAM (Mito_carr), SMART (TRANS)	No	FALSE
adult gonad by sex	TR62176|c0_g1_i2	3782	52.638	8.789	6.1271e-105	NA		NA	PFAM (JHBP), SMART (SIGNAL, JHBP)	No	FALSE
adult gonad by sex	TR84283|c0_g1_i1	3783	470.83	1.834	6.4084e-105	NA	SUGT1	SGT1, suppressor of G2 allele of SKP1 (S. cerevisiae)	PFAM (CS, SGS, TPR_1, TPR_2)	No	FALSE
adult gonad by sex	TR283549|c0_g1_i1	3785	25.256	-3.3727	7.1565e-105	NA	TRPML	mucolipin	PFAM (PKD_channel), SMART (TRANS)	No	FALSE
adult gonad by sex	TR283871|c0_g1_i1	3789	106.55	-1.7787	8.4529e-105	NA		Ribose-5-phosphate isomerase	PFAM (Rib_5-P_isom_A)	No	FALSE
adult gonad by sex	TR281557|c0_g1_i1	3791	80.372	6.5483	9.4376e-105	NA	ABCG20	ATP-binding cassette sub-family A ABC1 member	PFAM (ABC_tran, ABC2_membrane), SMART (TRANS, AAA, COIL)	No	FALSE
adult gonad by sex	TR283184|c0_g1_i1	3792	288.95	2.1817	9.4943e-105	NA		ATP synthase	SMART (LRR)	No	FALSE
adult gonad by sex	TR262819|c2_g5_i2	3798	60.217	3.3852	1.2724e-104	NA		Protein of unknown function (DUF423)	PFAM (DUF423), SMART (TRANS)	No	FALSE
adult gonad by sex	TR224177|c1_g1_i1	3799	86.843	2.9339	1.2782e-104	NA	GP210	Nuclear pore membrane glycoprotein	PFAM (Big_2), SMART (SIGNAL, TRANS, BID_2)	No	FALSE
adult gonad by sex	TR206319|c0_g1_i2	3800	97.648	-2.2605	1.3039e-104	NA		Inherit from opiNOG: PH	PFAM (PH), SMART (PH)	No	FALSE
adult gonad by sex	TR283755|c1_g2_i1	3804	93.461	3.0623	1.5492e-104	NA		NA	PFAM (zf-CCHC, SprT-like), SMART (ZnF_C2HC, COIL)	No	FALSE
adult gonad by sex	TR253299|c0_g1_i1	3807	32.006	9.8721	1.8573e-104	NA		serine threonine-protein phosphatase 2A 56 kDa regulatory subunit	PFAM (B56), SMART (COIL)	No	FALSE
adult gonad by sex	TR232808|c0_g3_i5	3811	40.206	6.2884	2.0513e-104	NA		NA	SMART (TRANS, COIL)	No	FALSE
adult gonad by sex	TR239940|c1_g1_i2	3821	140.04	10.923	3.1388e-104	NA	GALM	converts alpha-aldose to the beta-anomer. It is active on D-glucose, L-arabinose, D-xylose, D-galactose, maltose and lactose (By similarity)	PFAM (Aldose_epim), SMART (SIGNAL)	No	FALSE
adult gonad by sex	TR259771|c0_g1_i6	3826	40.52	10.167	4.588e-104	NA	APOOL	Apolipoprotein O	PFAM (ApoO), SMART (TRANS, SIGNAL)	No	FALSE
adult gonad by sex	TR232888|c1_g1_i1	3827	166.23	1.7504	4.6825e-104	NA		Methyltransferase involved in Williams-Beuren syndrome	PFAM (Methyltransf_11, WBS_methylT)	No	FALSE
adult gonad by sex	TR207589|c0_g1_i2	3831	335.85	1.6626	5.557e-104	NA	4EHP	Initiation factor	PFAM (IF4E)	No	FALSE
adult gonad by sex	TR245047|c0_g1_i1	3832	13.269	9.2571	5.5793e-104	NA		PeptidoglycanRecognition Protein	PFAM (Amidase_2), SMART (Ami_2, PGRP, SIGNAL, TRANS)	No	FALSE
adult gonad by sex	TR286982|c0_g1_i1	3833	21.323	4.5467	5.6581e-104	NA		Inherit from biNOG: Pyridoxamine 5'-phosphate oxidase	PFAM (Pyridox_oxidase, PNPOx_C)	No	FALSE
adult gonad by sex	TR239697|c0_g2_i1	3834	418.03	1.0488	5.7337e-104	NA		Ras-related protein	PFAM (GTP_EFTU, Miro, Ras, Arf, Gtr1_RagA), SMART (RAS)	No	FALSE
adult gonad by sex	TR64086|c1_g1_i4	3836	88.995	9.3267	6.2024e-104	NA		S_TKc	PFAM (Pkinase_Tyr, Pkinase, Chitin_bind_4), SMART (S_TKc)	No	FALSE
adult gonad by sex	TR230656|c0_g1_i1	3837	45.128	-3.7782	6.282e-104	NA		transcription factor with a role in the retinal determination (RD) network. Regulates ato expression and is required for normal R8 induction and differentiation. Danr appears to repress Dan expression, but Dan is required for Danr expression anterior to the morphogenetic furrow (MF). Dan and Danr lie downstream of so and require dac function for highest levels of expression. Contributes to differentiation of antenna-specific characteristics	PFAM (CENP-B_N)	No	FALSE
adult gonad by sex	TR209860|c0_g5_i1	3841	24.654	9.8486	6.9394e-104	NA		succinyltransferase component of 2-oxoglutarate dehydrogenase	PFAM (2-oxoacid_dh, Biotin_lipoyl), SMART (COIL)	No	FALSE
adult gonad by sex	TR223473|c0_g3_i1	3844	1614.4	-1.0167	7.876e-104	syntaxin-1A	SYX1A	Syntaxin 1A	PFAM (Syntaxin, SNARE), SMART (SynN, COIL, t_SNARE, TRANS)	No	FALSE
adult gonad by sex	TR219049|c4_g3_i3	3847	16.445	9.264	9.0847e-104	NA	IFT140	intraflagellar transport 140 homolog (Chlamydomonas)	PFAM (WD40), SMART (WD40, COIL, TPR)	Yes	TRUE
adult gonad by sex	TR246993|c2_g2_i2	3848	56.122	5.1239	9.4695e-104	NA		Inherit from opiNOG: to reverse transcriptase	PFAM (RVT_1, rve, RVP, zf-CCHC), SMART (ZnF_C2HC, COIL)	No	FALSE
adult gonad by sex	TR224540|c3_g1_i1	3850	160.27	2.9339	1.0768e-103	Nelf-E	NELF-E	negative elongation factor	PFAM (RRM_1, RRM_3), SMART (COIL, RRM, TRANS)	No	FALSE
adult gonad by sex	TR198126|c3_g3_i4	3851	152.72	1.479	1.1559e-103	NA		Inherit from biNOG: Suppressor of Ty 7 (S. cerevisiae)-like	PFAM (Bromo_TP)	No	FALSE
adult gonad by sex	TR207360|c3_g3_i4	3852	161.99	2.7922	1.2685e-103	myosin	MYO5	MYSc	PFAM (IQ, Myosin_head, DIL), SMART (IQ, COIL, MYSc, DIL)	No	FALSE
adult gonad by sex	TR233804|c1_g1_i7	3854	66.922	4.865	1.3207e-103	NA		Major Facilitator Superfamily	PFAM (MFS_1, Sugar_tr), SMART (TRANS)	No	FALSE
adult gonad by sex	TR239916|c0_g2_i1	3858	29.527	7.7864	1.5925e-103	NA	ATP5C1	Mitochondrial membrane ATP synthase (F(1)F(0) ATP synthase or Complex V) produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain. F-type ATPases consist of two structural domains, F(1) - containing the extramembraneous catalytic core, and F(0) - containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation. Part of the complex F(1) domain and the central stalk which is part of the complex rotary element. The gamma subunit protrudes into the catalytic domain formed of alpha(3)beta(3). Rotation of the central stalk against the surrounding alpha(3)beta(3) subunits leads to hydrolysis of ATP in three separate catalytic sites on the beta subunits	PFAM (ATP-synt), SMART (SIGNAL)	No	FALSE
adult gonad by sex	TR246176|c4_g1_i1	3860	146.52	1.1368	1.7312e-103	NA		Copine	PFAM (C2, Copine), SMART (C2, VWA)	No	FALSE
adult gonad by sex	TR206780|c2_g2_i3	3861	52.387	4.2299	1.8083e-103	Blimp-1	BLIMP-1	SET	PFAM (zf-C2H2, SET), SMART (ZnF_C2H2, SET, COIL)	No	FALSE
adult gonad by sex	TR264585|c3_g5_i10	3865	173.79	4.3818	2.2943e-103	NA		alpha/beta hydrolase fold	PFAM (Abhydrolase_1, Ndr, Hydrolase_4)	No	FALSE
adult gonad by sex	TR247031|c1_g2_i6	3866	19.253	4.2176	2.5115e-103	NA		Inherit from opiNOG: to reverse transcriptase	PFAM (RVT_1, rve, RVP, zf-CCHC), SMART (ZnF_C2HC, COIL)	No	FALSE
adult gonad by sex	TR268036|c1_g1_i1	3878	20.092	4.9395	4.9332e-103	NA		to conserved	PFAM (Plant_tran, MADF_DNA_bdg), SMART (MADF)	No	FALSE
adult gonad by sex	TR250922|c0_g5_i1	3882	27.122	8.5515	5.8587e-103	NA		Insect cuticle protein	PFAM (Chitin_bind_4), SMART (SIGNAL)	No	FALSE
adult gonad by sex	TR202678|c7_g3_i3	3910	92.862	4.7365	2.1976e-102	NA		Helix-loop-helix DNA-binding domain	PFAM (HLH), SMART (HLH)	No	FALSE
adult gonad by sex	TR207852|c0_g1_i1	3912	110.32	4.7436	2.3107e-102	NA		Domain of unknown function (DUF1992)	PFAM (DnaJ, DUF1992), SMART (DnaJ, COIL)	No	FALSE
adult gonad by sex	TR217739|c0_g1_i2	3913	50.93	-2.1864	2.3332e-102	NA	EWG	DNA-binding protein	PFAM (Nrf1_DNA-bind, Nrf1_activ_bdg), SMART (COIL)	No	FALSE
adult gonad by sex	TR277833|c0_g1_i2	3915	43.864	-4.2474	2.4396e-102	NA	SLBP	Inherit from biNOG: stem-loop binding protein		No	FALSE
adult gonad by sex	TR220284|c2_g4_i1	3921	275.5	2.2875	3.591e-102	Pitslre	PITSLRE	Cell division cycle	PFAM (Pkinase, Pkinase_Tyr), SMART (COIL, S_TKc, STYKc)	No	FALSE
adult gonad by sex	TR278471|c1_g6_i2	3927	175.56	7.1762	4.599e-102	NA		Tetratricopeptide repeat protein	PFAM (TPR_1, DAO), SMART (TPR, COIL)	No	FALSE
adult gonad by sex	TR224204|c3_g1_i1	3934	19.381	10.309	6.8672e-102	NA		Inherit from euNOG: Retrotransposon protein	PFAM (Peptidase_A17, rve, DUF1759, RVT_1, DUF1758), SMART (ZnF_C2HC, COIL, TRANS)	No	FALSE
adult gonad by sex	TR230652|c0_g3_i6	3936	1095.1	-1.0555	7.1043e-102	NA		Inherit from biNOG: Cell cycle associated protein 1	SMART (COIL)	No	FALSE
adult gonad by sex	TR227342|c0_g1_i3	3939	105.94	1.6114	8.4704e-102	NA		FHA	PFAM (FHA), SMART (FHA, COIL)	No	FALSE
