ovaries by stage	TR268296|c1_g1_i1	1154	59.631	-2.4068	3.4326e-39	NA	ZUC	Catalyzes the reversible phosphatidyl group transfer from one phosphatidylglycerol molecule to another to form cardiolipin (CL) (diphosphatidylglycerol) and glycerol (By similarity)	PFAM (PLDc, PLD_C, C2, PX), SMART (PLDc, TRANS, SIGNAL, C2)	No	FALSE
ovaries by stage	TR246235|c0_g1_i2	1157	95.532	-1.8552	3.8726e-39	NA		Inherit from biNOG: KAT8 regulatory NSL complex subunit 2	SMART (COIL)	No	FALSE
ovaries by stage	TR204021|c0_g1_i1	1158	129.64	4.9078	3.9025e-39	NA	GSTS1	glutathione Stransferase	PFAM (GST_N, GST_C)	No	FALSE
ovaries by stage	TR220360|c0_g1_i1	1159	56.894	-3.271	3.9025e-39	Serendipity-α	SRY-ALPHA	Required for the cellularization of the syncytial blastoderm embryo. Involved in the localization of the actin filaments just prior to and during plasma membrane invagination. Sry-alpha together with nullo and bnk may provide auxiliary functions, by acting both to stabilize a large and dynamic microfilament structure and regulate its functions	PFAM (Serendipity_A, Vinculin), SMART (COIL)	No	FALSE
ovaries by stage	TR275540|c0_g2_i6	1160	24.814	6.5303	4.0633e-39	NA	ORCT	Organic cation transporter	PFAM (MFS_1, Sugar_tr, TRI12), SMART (TRANS, COIL)	No	FALSE
ovaries by stage	TR236441|c2_g1_i2	1161	80.124	-1.9565	4.1341e-39	NA	POLR1C	polymerase (RNA) I polypeptide C	PFAM (RNA_pol_L, RNA_pol_A_bac), SMART (RPOLD)	No	FALSE
ovaries by stage	TR267451|c0_g1_i2	1164	46.155	-2.4739	4.5863e-39	NA		Tnf receptor associated factor	PFAM (zf-TRAF, MATH), SMART (MATH)	No	FALSE
ovaries by stage	TR60673|c0_g1_i1	1165	69.329	9.0103	4.7575e-39	NA		oxidoreductase activity	PFAM (KR, adh_short, Epimerase), SMART (TRANS)	No	FALSE
ovaries by stage	TR276388|c0_g1_i1	1167	171.07	-1.7559	5.07e-39	SSB		single-stranded DNA-binding protein	PFAM (SSB)	No	FALSE
ovaries by stage	TR200033|c0_g1_i2	1168	5.459	5.6152	5.1829e-39	roadkill	SPOPL	Speckle-type POZ	PFAM (BTB, MATH), SMART (MATH, BTB)	No	FALSE
ovaries by stage	TR248091|c0_g4_i2	1169	55.884	-2.0366	5.3005e-39	NA		Pfam:DUF23	PFAM (DUF23), SMART (TRANS)	No	FALSE
ovaries by stage	TR264536|c0_g1_i1	1171	42.98	5.1109	5.6362e-39	NA		NA	SMART (SIGNAL, COIL, TRANS)	No	FALSE
ovaries by stage	TR283392|c5_g2_i10	1173	27.267	2.618	6.0801e-39	NA		Inherit from meNOG: protein Hydra magnipapillata	PFAM (Endonuclease_7), SMART (ZnF_C2H2, TRANS, COIL)	No	FALSE
ovaries by stage	TR249257|c1_g1_i1	1177	90.531	4.8717	7.0993e-39	NA		transferase activity, transferring phosphorus-containing groups	PFAM (DUF227, DUF1679, APH, Choline_kinase), SMART (CHK, COIL)	No	FALSE
ovaries by stage	TR201785|c5_g1_i6	1178	201.27	1.2988	7.2867e-39	NA		receptor	PFAM (HlyIII), SMART (TRANS, COIL)	No	FALSE
ovaries by stage	TR221974|c3_g1_i3	1179	90.597	-2.4051	7.3944e-39	NA		NA		No	FALSE
ovaries by stage	TR203376|c0_g1_i1	1180	41.82	3.5763	7.6689e-39	NA		Ion channel regulatory protein UNC-93	PFAM (UNC-93, MFS_1), SMART (TRANS, COIL)	No	FALSE
ovaries by stage	TR283472|c2_g1_i2	1182	177.29	2.1238	8.0425e-39	NA		Growth-Arrest-Specific Protein 2 Domain	PFAM (Spectrin, Plectin, CH, GAS2, CAMSAP_CH), SMART (SPEC, PLEC, COIL, EFh, CH, GAS2, SH3)	No	FALSE
ovaries by stage	TR266350|c4_g8_i3	1183	67.648	5.6303	8.4521e-39	NA	SUMF1	sulfatase modifying factor 1	PFAM (FGE-sulfatase), SMART (SIGNAL, TRANS)	No	FALSE
ovaries by stage	TR198260|c0_g1_i1	1185	59.129	1.8835	8.8505e-39	jim	JIM	Zinc finger protein	PFAM (zf-C2H2), SMART (ZnF_C2H2, COIL, SIGNAL)	No	FALSE
ovaries by stage	TR285993|c0_g1_i1	1186	12.287	4.6476	9.1229e-39	NA		Sugar (and other) transporter	PFAM (MFS_1, Sugar_tr), SMART (TRANS)	No	FALSE
ovaries by stage	TR282661|c0_g1_i1	1187	2305.6	1.3882	9.2891e-39	NA	VHA13	Vacuolar ATP synthase subunit	PFAM (V-ATPase_G), SMART (COIL)	No	FALSE
ovaries by stage	TR209621|c0_g1_i1	1189	53.225	-2.3054	9.4992e-39	NA		Pfam:hATC	PFAM (hATC, zf-BED, DUF659), SMART (SIGNAL)	No	FALSE
ovaries by stage	TR249455|c0_g1_i1	1191	690.68	-1.0319	1.0345e-38	NA	HP1B	heterochromatin protein	PFAM (Chromo_shadow, Chromo), SMART (CHROMO, ChSh, COIL)	No	FALSE
ovaries by stage	TR283417|c11_g19_i1	1193	33.668	2.5794	1.0616e-38	NA		NA	PFAM (Parvo_coat_N, Baculo_FP), SMART (TRANS, COIL)	No	FALSE
ovaries by stage	TR227319|c4_g4_i1	1195	96.507	-2.8534	1.1795e-38	NA		KISc	PFAM (Kinesin), SMART (COIL, KISc, CXC)	No	FALSE
ovaries by stage	TR198253|c0_g1_i3	1196	34.283	3.0503	1.2402e-38	NA		exchange factor	PFAM (cNMP_binding, DEP, RasGEF, RasGEF_N, RA, p450), SMART (cNMP, RasGEF, RasGEFN, DEP, SIGNAL, PHD, COIL, TRANS)	No	FALSE
ovaries by stage	TR202845|c0_g1_i1	1199	62.794	7.5066	1.5252e-38	NA		serine-type endopeptidase activity	PFAM (Trypsin, CUB), SMART (Tryp_SPc, CUB, SIGNAL, TRANS)	No	FALSE
ovaries by stage	TR229936|c0_g1_i1	1202	54.678	-1.9394	1.6818e-38	NA		transporter	PFAM (SNF), SMART (TRANS)	No	FALSE
ovaries by stage	TR205756|c0_g7_i1	1209	7.7539	5.6252	1.9763e-38	S6kII	S6KII	ribosomal protein S6 kinase	PFAM (Pkinase, Pkinase_Tyr, Pkinase_C, Kdo, CD20), SMART (S_TKc, S_TK_X, TRANS, COIL)	No	FALSE
ovaries by stage	TR197560|c0_g1_i1	1211	90.007	-1.9704	2.1394e-38	NA		Replication Fork Protection Component Swi3	PFAM (Swi3, SVS_QK), SMART (COIL)	No	FALSE
ovaries by stage	TR243955|c0_g1_i1	1212	33.47	-3.0224	2.2013e-38	NA		NA	PFAM (MADF_DNA_bdg, BESS), SMART (MADF, COIL)	No	FALSE
ovaries by stage	TR214101|c2_g3_i3	1215	25.551	7.1178	2.4663e-38	NA	ROCF	arginase	PFAM (Arginase)	No	FALSE
ovaries by stage	TR275578|c3_g3_i4	1216	165.31	-1.2247	2.7895e-38	NA	RBM33	RNA binding motif protein 33	PFAM (RRM_1), SMART (RRM, COIL)	No	FALSE
ovaries by stage	TR216333|c6_g1_i4	1219	135.92	2.4063	3.0172e-38	NA		NA	PFAM (RVT_1, GIY-YIG), SMART (COIL)	No	FALSE
ovaries by stage	TR269815|c0_g1_i2	1225	73.174	-2.4467	3.5546e-38	NA	CAF1-105	Chromatin assembly factor 1 subunit	PFAM (WD40), SMART (WD40)	No	FALSE
ovaries by stage	TR206239|c0_g1_i2	1226	51.484	-7.1221	3.6846e-38	NA		Basic region leucine zipper	PFAM (bZIP_2, bZIP_1), SMART (COIL, BRLZ)	No	FALSE
ovaries by stage	TR247974|c0_g1_i1	1228	151.93	-1.5618	3.8387e-38	NA		Uncharacterised protein family (UPF0240)	PFAM (UPF0240), SMART (COIL)	No	FALSE
ovaries by stage	TR235272|c5_g1_i3	1229	37.295	2.3993	4.154e-38	NA		Reverse transcriptase (RNA-dependent DNA polymerase)	PFAM (RVT_1, Exo_endo_phos, zf-CCHC), SMART (ZnF_C2HC, COIL)	No	FALSE
ovaries by stage	TR233118|c0_g1_i1	1230	128.15	3.3334	4.1578e-38	NA	CAH1	carbonic anhydrase	PFAM (Carb_anhydrase), SMART (Carb_anhydrase, TRANS)	No	FALSE
ovaries by stage	TR205340|c1_g1_i5	1231	135.71	-2.0924	4.3388e-38	NA		eph receptor	PFAM (fn3, Pkinase_Tyr, Pkinase, Ephrin_lbd, SAM_2, SAM_1, GCC2_GCC3), SMART (FN3, TRANS, TyrKc, SAM, EPH_lbd, SIGNAL, ETS)	No	FALSE
ovaries by stage	TR275868|c0_g1_i1	1233	1302	-1.4334	4.5843e-38	NA	UCH	ubiquitin carboxyl-terminal hydrolase	PFAM (Peptidase_C12)	No	FALSE
ovaries by stage	TR253203|c2_g1_i1	1235	65.906	-1.5646	5.0463e-38	g-tubulin	TUBG1	Tubulin is the major constituent of microtubules. Gamma tubulin is found at microtubule organizing centers (MTOC) such as the spindle poles or the centrosome (By similarity)	PFAM (Tubulin, Tubulin_C, Misat_Myo_SegII), SMART (Tubulin, Tubulin_C)	No	FALSE
ovaries by stage	TR236792|c1_g1_i1	1236	623.41	-1.2628	5.1055e-38	NA		ATP-utilising chromatin assembly and remodelling N-terminal	PFAM (PHD, WAC_Acf1_DNA_bd, DDT), SMART (COIL, PHD)	No	FALSE
ovaries by stage	TR241978|c0_g1_i3	1237	35.506	-4.2694	5.1131e-38	NA		Tweety	PFAM (Tweety), SMART (TRANS, COIL)	No	FALSE
ovaries by stage	TR255734|c0_g1_i1	1238	83.64	-1.7131	5.4597e-38	NA		DNA polymerase	PFAM (DNA_pol_B, DUF1744, DNA_pol_B_exo, Exon_PolB), SMART (DUF1744, POLBc)	No	FALSE
ovaries by stage	TR203587|c2_g9_i1	1239	53.728	2.0814	6.2105e-38	NA		Excitatory amino acid transporter	PFAM (SDF), SMART (TRANS)	No	FALSE
ovaries by stage	TR227417|c0_g1_i1	1241	115.79	-4.0245	6.3943e-38	NA		Regulator of actin filament formation, though it does not directly assemble with actin filaments. Required for oocyte specification and oocyte positioning in the female germline. Also required for normal eye development and bristle morphology	PFAM (LsmAD, PAM2), SMART (COIL, SIGNAL, TRANS)		FALSE
ovaries by stage	TR270888|c0_g6_i2	1243	7.6378	3.0123	7.3233e-38	NA		Inherit from KOG: Retrotransposon protein	PFAM (rve, RVT_1, RVP, Asp_protease, MULE), SMART (ZnF_C2HC, COIL)	No	FALSE
ovaries by stage	TR36069|c0_g1_i1	1245	129.34	1.1811	8.3711e-38	NA		synthase	PFAM (PTPS)	No	FALSE
ovaries by stage	TR244618|c1_g1_i1	1247	125.29	-1.6909	8.7491e-38	NA		PPIases accelerate the folding of proteins (By similarity)	PFAM (Pro_isomerase)	No	FALSE
ovaries by stage	TR197636|c0_g1_i2	1248	228.6	3.6128	9.0021e-38	LYPLAL1	LYPLAL1	Lysophospholipase-like 1	PFAM (Abhydrolase_2, DLH, Esterase, Abhydrolase_3, Abhydrolase_1)	No	FALSE
ovaries by stage	TR246543|c0_g1_i4	1249	57.279	-2.8002	9.0632e-38	NA		DNA replication licensing factor	PFAM (MCM, MCM2_N, Mg_chelatase, AAA_5, AAA_3), SMART (MCM, AAA, COIL)	No	FALSE
ovaries by stage	TR227507|c0_g1_i1	1254	94.414	-1.2539	1.3225e-37	NA	VIR	primary sex determination, soma	PFAM (TPR_1), SMART (TPR, COIL)	No	FALSE
ovaries by stage	TR204878|c1_g1_i2	1262	72.52	-1.7975	1.7564e-37	NA		Inherit from biNOG: AT rich interactive domain 5B (MRF1-like)	PFAM (ARID), SMART (ARID, COIL, BRIGHT)	No	FALSE
ovaries by stage	TR214069|c1_g2_i4	1264	52.17	-1.8714	1.8716e-37	NA		BTB POZ domain-containing protein	PFAM (Pentapeptide, K_tetra, DUF3354), SMART (BTB)	No	FALSE
ovaries by stage	TR239682|c5_g6_i2	1267	62.162	2.1832	2.018e-37	NA		Reverse transcriptase (RNA-dependent DNA polymerase)	PFAM (RVT_1, Exo_endo_phos, zf-CCHC), SMART (ZnF_C2HC, COIL)	No	FALSE
ovaries by stage	TR238045|c0_g1_i1	1271	58.839	-2.0909	2.2155e-37	NA	BETA4GALT7	Pfam:Galactosyl_T_2	PFAM (Galactosyl_T_2), SMART (TRANS)	No	FALSE
ovaries by stage	TR239240|c1_g3_i1	1272	290.89	1.5216	2.2862e-37	NA		CH	PFAM (CH, Spectrin, efhand_2, efhand_1, WW, ZZ, Na_Ca_ex), SMART (COIL, SPEC, CH, TRANS, ZnF_ZZ, WW)	No	FALSE
ovaries by stage	TR223125|c7_g6_i6	1274	56.514	2.1398	2.5351e-37	NA		Retrotransposon protein	PFAM (RVT_1, Exo_endo_phos), SMART (TRANS, COIL)	No	FALSE
ovaries by stage	TR60519|c0_g2_i1	1275	72.522	-1.6018	2.5467e-37	NA		ZnF_C2H2	PFAM (zf-C2H2), SMART (ZnF_C2H2)	No	FALSE
ovaries by stage	TR218314|c1_g1_i1	1276	59.045	1.6041	2.5562e-37	NA		Inherit from biNOG: ER lipid raft associated	PFAM (Band_7, MAPKK1_Int), SMART (PHB, SIGNAL, TRANS, COIL)	No	FALSE
ovaries by stage	TR237146|c0_g1_i1	1278	82.571	-1.6761	3.0141e-37	NA		SWIRM domain	PFAM (SWIRM, Myb_DNA-binding, RNA_pol_Rpb4, ZZ), SMART (SANT, ZnF_ZZ, RPOL4c)	No	FALSE
ovaries by stage	TR243619|c1_g1_i1	1279	65.598	-2.5273	3.0223e-37	NA		Replication factor A protein 3	PFAM (Rep_fac-A_3)	No	FALSE
ovaries by stage	TR212214|c1_g2_i1	1280	188.14	4.6319	3.0351e-37	rpL21	RPL21	ribosomal protein L21	PFAM (Ribosomal_L21e)	No	FALSE
ovaries by stage	TR265875|c1_g1_i2	1281	1132.1	-1.1936	3.0351e-37	NA		NA	SMART (COIL)	No	FALSE
ovaries by stage	TR236644|c0_g1_i1	1283	94.401	-1.6072	3.301e-37	NA		Scavenger mRNA decapping enzyme (DcpS) N-terminal	PFAM (DcpS, DcpS_C), SMART (COIL)	No	FALSE
ovaries by stage	TR257647|c0_g1_i1	1284	36.859	-3.3585	3.3381e-37	NA		Phosphatidylinositol 3-kinase	PFAM (SH2, RhoGAP, SAM_1, SAM_2, C1_1), SMART (SH2, COIL, RhoGAP, C1, SAM)	No	FALSE
ovaries by stage	TR203454|c0_g1_i1	1286	37.377	5.0289	3.6333e-37	NA	ANKYRIN	ankyrin repeat-containing protein	PFAM (Ank), SMART (ANK, SIGNAL, TRANS)		FALSE
ovaries by stage	TR210353|c0_g1_i1	1287	152.44	-1.487	3.7914e-37	snRNP-C	SNRPC	Component of the U1 snRNP, which is essential for recognition of the pre-mRNA 5' splice-site and the subsequent assembly of the spliceosome. U1-C is directly involved in initial 5' splice-site recognition for both constitutive and regulated alternative splicing. The interaction with the 5' splice-site seems to precede base-pairing between the pre-mRNA and the U1 snRNA	PFAM (zf-U1), SMART (ZnF_U1)		FALSE
ovaries by stage	TR269003|c0_g1_i1	1291	56.544	-2.7196	4.2841e-37	NA	SWI5	SWI5 recombination repair homolog (yeast)	PFAM (Swi5), SMART (COIL)	No	FALSE
ovaries by stage	TR221483|c3_g1_i2	1292	48.168	5.2626	4.3127e-37	NA		Sugar (and other) transporter	PFAM (Sugar_tr, MFS_1, UNC-93), SMART (TRANS, COIL)	No	FALSE
ovaries by stage	TR237102|c0_g1_i2	1295	115.81	3.0237	4.8161e-37	NA		Acetyltransferase (GNAT) family	PFAM (Acetyltransf_1)	No	FALSE
ovaries by stage	TR256082|c2_g1_i1	1296	221.55	3.2993	4.932e-37	NA		muscle lim protein	PFAM (LIM), SMART (LIM)	No	FALSE
ovaries by stage	TR206208|c9_g1_i2	1297	155.18	1.4506	5.0854e-37	NA		breast carcinoma amplified sequence	PFAM (BCAS3), SMART (WD40, COIL)	No	FALSE
ovaries by stage	TR245312|c0_g1_i1	1299	71.657	4.0391	5.3293e-37	NA	OSI17	Protein of unknown function (DUF1676)	PFAM (DUF1676), SMART (TRANS, SIGNAL, COIL)	No	FALSE
ovaries by stage	TR238480|c3_g1_i1	1300	174	1.5043	5.3677e-37	NA		ATP synthase	PFAM (Mt_ATP-synt_B), SMART (COIL)	No	FALSE
ovaries by stage	TR202730|c0_g1_i1	1302	24.51	3.9992	5.8485e-37	NA		Phosphotransferase enzyme family	PFAM (APH)	No	FALSE
ovaries by stage	TR216023|c0_g1_i1	1305	132.32	2.7463	6.5364e-37	NA		BTG family	PFAM (BTG), SMART (COIL)	No	FALSE
ovaries by stage	TR227317|c2_g1_i1	1307	34.823	-3.228	7.3372e-37	neurotactin	NRT	Neurotactin	PFAM (COesterase, Abhydrolase_3), SMART (TRANS, COIL)	No	FALSE
ovaries by stage	TR230644|c0_g1_i2	1308	75.905	9.3345	7.4336e-37	NA	CTSL2	cathepsin	PFAM (Peptidase_C1, Inhibitor_I29, Peptidase_C1_2), SMART (Pept_C1, Inhibitor_I29, SIGNAL, TRANS)	No	FALSE
ovaries by stage	TR258027|c1_g1_i3	1309	141.72	3.9871	8.2395e-37	NA		SEC14	PFAM (CRAL_TRIO), SMART (SEC14, CRAL_TRIO_N)	No	FALSE
ovaries by stage	TR250736|c0_g1_i1	1312	340.09	7.0033	9.8134e-37	NA		Organic anion	PFAM (OATP, MFS_1, Kazal_2), SMART (TRANS, KAZAL, COIL)	No	FALSE
ovaries by stage	TR204497|c5_g1_i1	1314	573.69	2.9665	1.0685e-36	paramyosin	PRM	Paramyosin	PFAM (Myosin_tail_1), SMART (COIL)	No	FALSE
ovaries by stage	TR222013|c0_g1_i1	1316	79.987	-1.6425	1.1108e-36	NA	SPRTN	SprT-like N-terminal domain	PFAM (SprT-like), SMART (SprT, ZnF_Rad18)	No	FALSE
ovaries by stage	TR240788|c3_g1_i1	1318	135.47	-1.4891	1.117e-36	NA		Inherit from opiNOG: Fras1 related extracellular matrix protein	SMART (TRANS, SIGNAL, EGF_like)	No	FALSE
ovaries by stage	TR202104|c0_g3_i1	1320	48.78	2.7122	1.1606e-36	NA		Reverse transcriptase (RNA-dependent DNA polymerase)	PFAM (RVT_1, Exo_endo_phos), SMART (COIL, ZnF_C2HC, PHD)	No	FALSE
ovaries by stage	TR37909|c0_g1_i1	1321	86.77	-2.1759	1.2249e-36	NA		NA	PFAM (CENP-M)	No	FALSE
ovaries by stage	TR286592|c0_g3_i1	1323	83.545	-1.5186	1.3194e-36	NA	EWG	DNA-binding protein	PFAM (Nrf1_DNA-bind, Nrf1_activ_bdg), SMART (COIL)	No	FALSE
ovaries by stage	TR280460|c0_g1_i1	1324	114.72	-1.2316	1.398e-36	NA		serine threonine-protein kinase	PFAM (Pkinase, Pkinase_Tyr), SMART (STYKc, AT_hook)	No	FALSE
ovaries by stage	TR68969|c0_g1_i1	1326	5.5837	6.8015	1.5322e-36	NA	RAC1	ras homolog family member	PFAM (Ras, Miro, Arf, BTB, GTP_EFTU), SMART (RHO, BTB, small_GTPase)	No	FALSE
ovaries by stage	TR216319|c0_g1_i1	1327	109.73	8.3461	1.5361e-36	NA	ANKS6	Ankyrin Repeat Protein	PFAM (Ank, DUF3447, ZU5, Death), SMART (ANK, TRANS, COIL)		FALSE
ovaries by stage	TR211081|c0_g1_i1	1330	123.86	-1.4794	1.6178e-36	NA		PX	PFAM (PX, Vps5), SMART (PX, COIL)	No	FALSE
ovaries by stage	TR227583|c0_g1_i1	1331	59.828	-1.7461	1.7841e-36	dynactin6	DCTN6	Dynactin 6		No	FALSE
ovaries by stage	TR283470|c1_g4_i2	1332	52.15	2.2387	1.7888e-36	NA		NA	PFAM (Parvo_coat_N), SMART (TRANS)	No	FALSE
ovaries by stage	TR277094|c0_g1_i1	1334	22.476	3.7123	1.8519e-36	NA	UGT37B1	ec 2.4.1.17	PFAM (UDPGT, Glyco_tran_28_C), SMART (TRANS, SIGNAL)	No	FALSE
ovaries by stage	TR93497|c0_g1_i1	1335	66.577	-1.8065	1.9174e-36	NA		Aldose 1-epimerase	PFAM (Aldose_epim), SMART (COIL)	No	FALSE
ovaries by stage	TR224185|c0_g1_i2	1339	9.5194	3.3074	2.3141e-36	NA		EamA-like transporter family	PFAM (EamA), SMART (TRANS)	No	FALSE
ovaries by stage	TR238930|c0_g1_i1	1342	89.375	-1.9109	2.534e-36	NA	LOBE	NA	SMART (COIL)	No	FALSE
ovaries by stage	TR234369|c5_g1_i1	1344	16.537	2.053	2.6318e-36	NA	ABCB7	ATP-binding cassette subfamily B, member 7	PFAM (ABC_membrane, ABC_tran), SMART (TRANS, AAA)	No	FALSE
ovaries by stage	TR239913|c6_g2_i1	1345	31.047	3.3757	2.81e-36	NA		Inherit from meNOG: Hydra magnipapillata	PFAM (zf-CCHC, rve, RVT_2), SMART (ZnF_C2HC)	No	FALSE
ovaries by stage	TR222040|c0_g1_i1	1346	137.68	-1.5434	2.8258e-36	NA		RING	SMART (RING)	No	FALSE
ovaries by stage	TR232923|c0_g1_i1	1347	99.735	-1.2243	2.8422e-36	NA		NA	SMART (TRANS, COIL)	No	FALSE
ovaries by stage	TR213336|c0_g1_i1	1352	25.337	3.1686	3.6624e-36	NA		NA	PFAM (Parvo_coat_N), SMART (COIL, TRANS)	No	FALSE
ovaries by stage	TR237660|c0_g1_i1	1355	39.147	4.1608	3.7979e-36	NA		Organic cation transporter	PFAM (MFS_1, Sugar_tr), SMART (TRANS)	No	FALSE
ovaries by stage	TR242539|c0_g1_i1	1358	28.268	-2.5742	3.9374e-36	NA		repair protein	PFAM (BHD_2, BHD_3, Rad4, BHD_1, Transglut_core), SMART (BHD_2, BHD_3, BHD_1, COIL)	No	FALSE
ovaries by stage	TR247003|c2_g10_i1	1359	49.692	2.3719	3.9952e-36	NA		Inherit from biNOG: protein-kinase, interferon-inducible double stranded RNA dependent inhibitor, repressor of (P58 repressor)	PFAM (hATC, PBP_GOBP), SMART (ZnF_TTF)	No	FALSE
ovaries by stage	TR227482|c1_g1_i2	1361	319.78	-1.7238	4.0914e-36	NFX1	NFX1	nuclear transcription factor, X-box binding 1	PFAM (zf-NF-X1, R3H), SMART (ZnF_NFX, RING, R3H, COIL)	No	FALSE
ovaries by stage	TR243846|c0_g1_i1	1363	9.0956	5.8831	4.3014e-36	NA	JHI-26	Juvenile hormone-inducible protein	PFAM (DUF227, DUF1679, APH, Choline_kinase), SMART (CHK, TRANS)	No	FALSE
ovaries by stage	TR258597|c0_g1_i2	1364	95.31	-1.3564	4.3244e-36	NA		Hairy Orange	PFAM (HLH, Hairy_orange, NDUF_B7), SMART (HLH, ORANGE)	No	FALSE
ovaries by stage	TR51297|c0_g1_i1	1365	1246.7	7.5138	4.5938e-36	NA	MAL-A5	ec 3.2.1.20	PFAM (Alpha-amylase), SMART (Aamy, SIGNAL, TRANS)	No	FALSE
ovaries by stage	TR265708|c0_g1_i1	1369	51.781	2.2505	4.988e-36	NA		Glutaredoxin	PFAM (Glutaredoxin, SH3BGR), SMART (COIL)	No	FALSE
ovaries by stage	TR204797|c1_g2_i1	1371	964.11	2.243	5.2616e-36	NA		Repeat of unknown function (DUF1136)	PFAM (I-set, DUF1136, ig, fn3, C1-set), SMART (IG, IGc2, IG_like, COIL, FN3, SH3)	No	FALSE
ovaries by stage	TR252945|c0_g1_i2	1372	120.9	-1.3833	5.405e-36	NA	TRN-SR	K15436 transportin-3	PFAM (Xpo1, IBN_N), SMART (IBN_N)	No	FALSE
ovaries by stage	TR202211|c0_g1_i2	1373	49.613	-4.6489	6.0074e-36	phantom	CYP306A1	cytochrome P450	PFAM (p450), SMART (TRANS, COIL)	No	FALSE
ovaries by stage	TR203491|c7_g8_i3	1375	52.174	2.6676	6.0892e-36	NA		Metallo-beta-lactamase superfamily	PFAM (Lactamase_B), SMART (Lactamase_B, COIL, PDZ, SIGNAL)	No	FALSE
ovaries by stage	TR244879|c0_g1_i1	1376	166.01	-1.7505	6.2658e-36	NA	CLSPN	Required for checkpoint mediated cell cycle arrest in response to inhibition of DNA replication or to DNA damage induced by both ionizing and UV irradiation. Adapter protein which binds to BRCA1 and the checkpoint kinase CHEK1 and facilitates the ATR- dependent phosphorylation of both proteins. Can also bind specifically to branched DNA structures and may associate with S- phase chromatin following formation of the pre-replication complex (pre-RC). This may indicate a role for this protein as a sensor which monitors the integrity of DNA replication forks	SMART (COIL)	No	FALSE
ovaries by stage	TR199656|c0_g1_i2	1382	460.11	-1.1821	6.9269e-36	NA		RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	PFAM (RRM_1), SMART (RRM, COIL, TRANS)		FALSE
ovaries by stage	TR278489|c0_g1_i1	1386	187.53	-1.8266	7.8232e-36	NA		Inherit from biNOG: Zinc finger, NFX1-type containing 1	PFAM (DUF2075, Viral_helicase1, UvrD-helicase, hATC, ResIII), SMART (ZnF_NFX, COIL, AAA)	No	FALSE
ovaries by stage	TR244761|c1_g2_i1	1388	25.475	-3.6463	8.2395e-36	NA		NA	PFAM (PH), SMART (PH)		FALSE
ovaries by stage	TR227674|c0_g1_i1	1393	2988.8	1.2973	9.0155e-36	NA		KH domain	PFAM (KH_1), SMART (KH, COIL)	No	FALSE
ovaries by stage	TR261445|c0_g1_i1	1399	107	2.4308	1.0915e-35	NA		Enoyl-CoA hydratase	PFAM (ECH)	No	FALSE
ovaries by stage	TR272423|c1_g2_i1	1401	87.775	-1.5217	1.0998e-35	NA		ELMO domain-containing protein	PFAM (ELMO_CED12), SMART (TRANS)	No	FALSE
ovaries by stage	TR283495|c0_g4_i2	1404	240.06	1.0335	1.2018e-35	SDHA	SDHA	succinate dehydrogenase	PFAM (FAD_binding_2, Succ_DH_flav_C, Pyr_redox_2), SMART (SIGNAL)	No	FALSE
ovaries by stage	TR259436|c0_g3_i1	1405	95.624	4.3719	1.2262e-35	NA		Esterase	PFAM (COesterase, Abhydrolase_3), SMART (SIGNAL, TRANS)	No	FALSE
ovaries by stage	TR239387|c0_g1_i1	1407	14.89	2.886	1.2473e-35	NA		ABC-2 type transporter	PFAM (ABC_tran, ABC2_membrane, DUF258), SMART (TRANS, AAA)	No	FALSE
ovaries by stage	TR229693|c0_g1_i1	1408	221.84	-1.1648	1.2499e-35	NA		heterogeneous nuclear ribonucleoprotein K	PFAM (KH_1, KH_2), SMART (KH)	No	FALSE
ovaries by stage	TR231440|c0_g1_i1	1409	56.467	-1.7896	1.2868e-35	NA		Inherit from biNOG: Transcriptional adaptor 1	SMART (COIL)	No	FALSE
ovaries by stage	TR270835|c7_g1_i1	1410	300.02	1.6225	1.2868e-35	zyxin		lipoma preferred partner lpp	PFAM (LIM), SMART (LIM)	No	FALSE
ovaries by stage	TR206738|c5_g2_i4	1411	123.36	-1.3069	1.315e-35	NA	PAT1	Inherit from biNOG: amyloid beta precursor protein (cytoplasmic tail) binding protein 2	PFAM (TPR_1), SMART (COIL)	No	FALSE
ovaries by stage	TR284834|c0_g1_i1	1412	13.242	7.678	1.3623e-35	NA		cathepsin	PFAM (Peptidase_C1, Inhibitor_I29, Peptidase_C1_2), SMART (Pept_C1, Inhibitor_I29, SIGNAL, TRANS)	No	FALSE
ovaries by stage	TR283604|c0_g1_i1	1413	181	1.574	1.3775e-35	NA		3-hydroxyacyl-CoA dehydrogenase, NAD binding domain	PFAM (3HCDH_N, 3HCDH, UDPG_MGDP_dh_N, NAD_binding_2, 2-Hacid_dh_C, NAD_Gly3P_dh_N), SMART (TRANS)	No	FALSE
ovaries by stage	TR205328|c20_g1_i1	1416	50.844	-2.2883	1.4371e-35	NA		PPIases accelerate the folding of proteins	PFAM (Pro_isomerase)	No	FALSE
ovaries by stage	TR219606|c0_g2_i1	1423	632.51	1.7351	1.7396e-35	karst	KST	Spectrin	PFAM (Spectrin, CH, PH, SH3_1, SH3_2, CAMSAP_CH), SMART (SPEC, COIL, CH, SH3, PH, SIGNAL)	No	FALSE
